Hour,Hour_Sin,Hour_Cos,Rain,Solar Rad,Prędkość wiatru  [m/s],Temperatura powietrza [°C],Wilgotność względna [%],Ciśnienie na poziomie stacji [hPa],Facade_Orientation,Floor_Level,Area,Insulation,Temperature
1,0.259,0.966,0,0,1,17.7,84,1008.5,N,1,1,0,20.8
2,0.5,0.866,0,0,2,16,90,1008.5,N,1,1,0,20.3
3,0.707,0.707,0,0,0,15.7,89,1008.4,N,1,1,0,19.8
4,0.866,0.5,0,0,1,16,92,1008.4,N,1,1,0,19.2
5,0.966,0.259,0,2,1,17.4,86,1008.4,N,1,1,0,18.3
6,1.0,0.0,0,35,1,19.9,76,1008.4,N,1,1,0,18.4
7,0.966,-0.259,0,87,1,22.4,67,1008.2,N,1,1,0,19.7
8,0.866,-0.5,0,228,1,23.7,61,1008.1,N,1,1,0,20.6
9,0.707,-0.707,0,394,2,24.9,53,1007.9,N,1,1,0,26.5
10,0.5,-0.866,0,661,2,25.6,50,1007.5,N,1,1,0,25.5
11,0.259,-0.966,0,791,2,26.5,47,1007,N,1,1,0,25.3
12,0.0,-1.0,0,873,3,26.5,42,1006.5,N,1,1,0,25.2
13,-0.259,-0.966,0,899,2,27.6,39,1005.9,N,1,1,0,25.8
14,-0.5,-0.866,0,903,3,28,36,1005.2,N,1,1,0,26.4
15,-0.707,-0.707,0,833,2,27.9,37,1004.5,N,1,1,0,27.1
16,-0.866,-0.5,0,693,2,28.2,38,1003.9,N,1,1,0,27.7
17,-0.966,-0.259,0,345,3,27.7,41,1003.6,N,1,1,0,28.2
18,-1.0,-0.0,0,306,2,27,45,1003.4,N,1,1,0,28.5
19,-0.966,0.259,0,62,2,25.1,50,1003.6,N,1,1,0,28.9
20,-0.866,0.5,0,29,2,23.6,55,1003.6,N,1,1,0,28.2
21,-0.707,0.707,0,6,1,21.6,63,1003.4,N,1,1,0,26.1
22,-0.5,0.866,0,0,1,20.2,70,1003.4,N,1,1,0,24.5
23,-0.259,0.966,0,0,1,18.8,78,1003.2,N,1,1,0,23.4
0,0.0,1.0,0,0,0,16.9,85,1002.8,N,1,1,0,22.3
1,0.259,0.966,0,0,1,16.5,89,1002.2,N,1,1,0,21.2
2,0.5,0.866,0,0,0,16.5,88,1002,N,1,1,0,20.2
3,0.707,0.707,0,0,0,16.1,89,1001.7,N,1,1,0,19.3
4,0.866,0.5,0,0,1,16.8,86,1001.4,N,1,1,0,18.9
5,0.966,0.259,0,2,1,19.1,76,1001.3,N,1,1,0,18.3
6,1.0,0.0,0,48,1,21.4,70,1001,N,1,1,0,18.5
7,0.966,-0.259,0,152,1,23.5,61,1000.6,N,1,1,0,19.9
8,0.866,-0.5,0,276,2,24.5,58,1000.4,N,1,1,0,22.2
9,0.707,-0.707,0,399,3,26.1,46,1000.1,N,1,1,0,27.4
10,0.5,-0.866,0,546,3,26.4,43,999.9,N,1,1,0,26.9
11,0.259,-0.966,0,576,3,27.1,41,999.3,N,1,1,0,27.2
12,0.0,-1.0,0,736,3,27.5,40,998.8,N,1,1,0,28
13,-0.259,-0.966,0,872,2,28.1,38,998.3,N,1,1,0,28.5
14,-0.5,-0.866,0,823,2,28,39,997.9,N,1,1,0,29.2
15,-0.707,-0.707,0,641,2,28,40,997.4,N,1,1,0,30.0
16,-0.866,-0.5,0,410,2,27.3,43,997.1,N,1,1,0,30.2
17,-0.966,-0.259,0,345,2,27,46,996.9,N,1,1,0,30.2
18,-1.0,-0.0,0,215,1,26,51,996.9,N,1,1,0,29.6
19,-0.966,0.259,0,119,1,25.1,55,996.8,N,1,1,0,28.2
20,-0.866,0.5,0,63,0,22.3,67,996.7,N,1,1,0,27.4
21,-0.707,0.707,0,12,0,21.4,71,996.5,N,1,1,0,26.1
22,-0.5,0.866,0,0,1,20.9,71,996.4,N,1,1,0,24.8
23,-0.259,0.966,0,0,1,20.1,78,996.4,N,1,1,0,24.0
0,0.0,1.0,0,0,1,18.9,83,996.4,N,1,1,0,23.0
1,0.259,0.966,0,0,1,18,88,996.2,N,1,1,0,22.3
2,0.5,0.866,0,0,1,18.6,85,995.9,N,1,1,0,21.4
3,0.707,0.707,0,0,1,17.7,88,995.8,N,1,1,0,20.9
4,0.866,0.5,0,0,1,17.5,90,995.7,N,1,1,0,20.6
5,0.966,0.259,0,1,1,18.6,88,995.9,N,1,1,0,20.5
6,1.0,0.0,0,17,1,21.4,73,996,N,1,1,0,20
7,0.966,-0.259,0,84,1,24,61,995.8,N,1,1,0,19.7
8,0.866,-0.5,0,239,1,25.7,58,995.8,N,1,1,0,21.7
9,0.707,-0.707,0,403,1,27.3,48,995.8,N,1,1,0,27.2
10,0.5,-0.866,0,631,1,28.5,45,995.7,N,1,1,0,27.1
11,0.259,-0.966,0,763,2,28.4,43,995.5,N,1,1,0,27.5
12,0.0,-1.0,0,743,2,29.3,39,995.2,N,1,1,0,28.6
13,-0.259,-0.966,0,687,2,29.6,40,995,N,1,1,0,28.8
14,-0.5,-0.866,0,783,1,30.2,36,994.8,N,1,1,0,29.5
15,-0.707,-0.707,0,649,2,29.9,39,994.7,N,1,1,0,30.2
16,-0.866,-0.5,0,733,2,29.9,36,994.7,N,1,1,0,31.4
17,-0.966,-0.259,0,543,1,29.3,39,994.6,N,1,1,0,30.9
18,-1.0,-0.0,0,253,2,27.4,48,994.6,N,1,1,0,30.8
19,-0.966,0.259,0,52,2,25.6,49,994.9,N,1,1,0,30.6
20,-0.866,0.5,0,30,1,23.4,56,995.2,N,1,1,0,30.0
21,-0.707,0.707,0,4,1,21.5,65,995.2,N,1,1,0,27.5
22,-0.5,0.866,0,0,1,20.6,67,995.7,N,1,1,0,25.2
23,-0.259,0.966,0,0,1,18.7,73,995.8,N,1,1,0,23.8
0,0.0,1.0,0,0,1,18.3,80,995.7,N,1,1,0,22.6
1,0.259,0.966,0,0,1,17.6,84,995.7,N,1,1,0,21.8
2,0.5,0.866,0,0,1,16.9,86,995.8,N,1,1,0,20.8
3,0.707,0.707,0,0,1,16.3,89,996,N,1,1,0,20.1
4,0.866,0.5,0,0,1,17.2,85,996.1,N,1,1,0,19.3
5,0.966,0.259,0,1,0,20,77,996.5,N,1,1,0,18.7
6,1.0,0.0,0,31,2,22.2,69,996.9,N,1,1,0,18.5
7,0.966,-0.259,0,153,3,24.3,66,997.5,N,1,1,0,19.4
8,0.866,-0.5,0,287,3,23.1,75,998.1,N,1,1,0,22.9
9,0.707,-0.707,0,431,3,21.8,90,998.7,N,1,1,0,28.5
10,0.5,-0.866,0,228,2,22.6,87,999.2,N,1,1,0,27.0
11,0.259,-0.966,0,162,2,22.5,89,999.5,N,1,1,0,24.6
12,0.0,-1.0,0,143,2,23.6,78,999.6,N,1,1,0,23.5
13,-0.259,-0.966,0.25,119,1,25.1,75,999.3,N,1,1,0,23.5
14,-0.5,-0.866,0,225,3,26.1,69,999.2,N,1,1,0,23.6
15,-0.707,-0.707,0,397,3,26.1,68,999.4,N,1,1,0,25.5
16,-0.866,-0.5,0,499,2,20.4,90,1000.1,N,1,1,0,26.2
17,-0.966,-0.259,0,273,1,21.2,94,1000.2,N,1,1,0,27.2
18,-1.0,-0.0,10.41,32,1,21.9,92,1000.7,N,1,1,0,25.0
19,-0.966,0.259,1.02,35,1,21.4,95,1001.4,N,1,1,0,20.9
20,-0.866,0.5,0,34,1,21.2,94,1001.9,N,1,1,0,21.4
21,-0.707,0.707,0,6,1,20.8,90,1002.6,N,1,1,0,21.6
22,-0.5,0.866,0,0,1,20.3,90,1003.2,N,1,1,0,21.2
23,-0.259,0.966,0,0,1,19.3,92,1003.7,N,1,1,0,21.1
0,0.0,1.0,0,0,1,18.6,94,1003.8,N,1,1,0,20.9
1,0.259,0.966,0,0,2,18.2,90,1004,N,1,1,0,20.6
2,0.5,0.866,0,0,2,17,94,1004.1,N,1,1,0,19.8
3,0.707,0.707,0,0,1,16.5,93,1004.3,N,1,1,0,19.2
4,0.866,0.5,0,0,1,16.6,95,1004.3,N,1,1,0,18.8
5,0.966,0.259,0,1,1,18,90,1004.6,N,1,1,0,18.2
6,1.0,0.0,0,35,2,19.4,81,1004.8,N,1,1,0,17.9
7,0.966,-0.259,0,169,3,20.3,76,1004.8,N,1,1,0,18.5
8,0.866,-0.5,0,242,4,21.4,67,1004.4,N,1,1,0,20.6
9,0.707,-0.707,0,391,3,22.5,57,1004.4,N,1,1,0,24.3
10,0.5,-0.866,0,452,3,23.5,53,1004.1,N,1,1,0,23.7
11,0.259,-0.966,0,605,2,24.7,50,1003.6,N,1,1,0,23.4
12,0.0,-1.0,0,866,3,24.8,46,1003.2,N,1,1,0,23.8
13,-0.259,-0.966,0,808,2,25.9,46,1002.6,N,1,1,0,24
14,-0.5,-0.866,0,849,2,26.4,40,1002,N,1,1,0,24.7
15,-0.707,-0.707,0,852,2,27.1,39,1001.4,N,1,1,0,25.1
16,-0.866,-0.5,0,697,2,27.1,40,1001,N,1,1,0,25.7
17,-0.966,-0.259,0,572,2,26.3,41,1000.7,N,1,1,0,26.1
18,-1.0,-0.0,0,273,2,25.5,44,1000.7,N,1,1,0,26.5
19,-0.966,0.259,0,46,2,24.3,48,1000.6,N,1,1,0,26.9
20,-0.866,0.5,0,28,1,20.6,63,1000.2,N,1,1,0,26.3
21,-0.707,0.707,0,4,2,20.8,65,1000.1,N,1,1,0,24.7
22,-0.5,0.866,0,0,2,20.3,66,999.9,N,1,1,0,22.9
23,-0.259,0.966,0,0,2,19.7,69,1000.1,N,1,1,0,21.7
0,0.0,1.0,0,0,2,20,74,999.9,N,1,1,0,21.4
1,0.259,0.966,0,0,3,19.2,82,999.5,N,1,1,0,20.8
2,0.5,0.866,0,0,4,17.4,92,999.4,N,1,1,0,20.9
3,0.707,0.707,0,0,3,17.2,96,999.3,N,1,1,0,20.6
4,0.866,0.5,0,0,2,17.1,95,999.7,N,1,1,0,19.5
5,0.966,0.259,0.51,0,3,17.4,95,1000.2,N,1,1,0,18.4
6,1.0,0.0,0,11,3,18,93,1000.4,N,1,1,0,17.9
7,0.966,-0.259,0,35,3,19.1,85,1000.6,N,1,1,0,18.2
8,0.866,-0.5,0.76,96,3,19.9,81,1000.8,N,1,1,0,18.3
9,0.707,-0.707,0,146,3,20.8,75,1001,N,1,1,0,19.3
10,0.5,-0.866,0,258,3,21.8,66,1000.6,N,1,1,0,20.8
11,0.259,-0.966,2.29,167,3,22.9,61,1000.2,N,1,1,0,20.6
12,0.0,-1.0,0,434,2,18.9,85,1000.8,N,1,1,0,20.9
13,-0.259,-0.966,0,692,4,20.6,75,1000.6,N,1,1,0,22.3
14,-0.5,-0.866,0.76,196,4,20.2,79,1000.6,N,1,1,0,22.4
15,-0.707,-0.707,0.51,570,3,22.2,68,1000.6,N,1,1,0,21.2
16,-0.866,-0.5,0,396,4,20.8,70,1000.9,N,1,1,0,21.7
17,-0.966,-0.259,0,510,3,21.6,74,1000.5,N,1,1,0,21.7
18,-1.0,-0.0,0,303,3,20.4,71,1000.7,N,1,1,0,22.6
19,-0.966,0.259,0,86,2,19,76,1001.1,N,1,1,0,22.3
20,-0.866,0.5,0,29,2,17.4,84,1001.5,N,1,1,0,21.7
21,-0.707,0.707,0,4,2,18.3,83,1001.4,N,1,1,0,20.2
22,-0.5,0.866,0,0,2,17.9,84,1001.3,N,1,1,0,19.1
23,-0.259,0.966,0,0,1,17.8,84,1001.8,N,1,1,0,18.8
0,0.0,1.0,0,0,1,16.9,89,1001.9,N,1,1,0,18.7
1,0.259,0.966,0,0,2,15.1,94,1001.6,N,1,1,0,18.4
2,0.5,0.866,0.51,0,2,15.1,95,1001.7,N,1,1,0,17.8
3,0.707,0.707,0,0,1,14.9,95,1001.6,N,1,1,0,17.2
4,0.866,0.5,0,0,2,14.6,97,1001.8,N,1,1,0,16.5
5,0.966,0.259,0,0,2,16,93,1001.7,N,1,1,0,15.9
6,1.0,0.0,0,26,3,16.6,89,1001.9,N,1,1,0,16.3
7,0.966,-0.259,0,108,2,16.5,91,1002,N,1,1,0,17.2
8,0.866,-0.5,0,174,3,18.9,79,1001.9,N,1,1,0,18.9
9,0.707,-0.707,0,209,3,18.5,81,1001.9,N,1,1,0,20.1
10,0.5,-0.866,0,508,3,21,64,1001.7,N,1,1,0,20.8
11,0.259,-0.966,0,232,3,21.8,52,1001.3,N,1,1,0,21.9
12,0.0,-1.0,0,253,3,22.6,52,1000.7,N,1,1,0,20.3
13,-0.259,-0.966,0,856,3,23.1,48,1000.3,N,1,1,0,21.5
14,-0.5,-0.866,0,855,3,23.5,44,1000,N,1,1,0,22.1
15,-0.707,-0.707,0,731,2,23.9,40,999.5,N,1,1,0,22.9
16,-0.866,-0.5,0,708,2,23.8,41,999.2,N,1,1,0,23.6
17,-0.966,-0.259,0,552,3,23,43,999.4,N,1,1,0,23.7
18,-1.0,-0.0,0,272,2,22.1,47,999.5,N,1,1,0,24.0
19,-0.966,0.259,0,71,1,20.5,55,1000,N,1,1,0,23.8
20,-0.866,0.5,0,38,0,17,71,1000,N,1,1,0,22.7
21,-0.707,0.707,0,5,1,15.7,80,1000.2,N,1,1,0,21.2
22,-0.5,0.866,0,0,1,14.7,81,1000.4,N,1,1,0,19.9
23,-0.259,0.966,0,0,1,14.1,85,1000.3,N,1,1,0,18.7
0,0.0,1.0,0,0,0,12.5,93,1000.1,N,1,1,0,17.3
1,0.259,0.966,0,0,0,11.7,93,999.9,N,1,1,0,16.2
2,0.5,0.866,0,0,0,11.6,96,999.7,N,1,1,0,15.6
3,0.707,0.707,0,0,1,10.5,97,999.8,N,1,1,0,15
4,0.866,0.5,0,0,1,11,97,999.7,N,1,1,0,14.6
5,0.966,0.259,0,0,1,13.6,91,999.6,N,1,1,0,13.7
6,1.0,0.0,0,30,3,16,80,999.7,N,1,1,0,13.5
7,0.966,-0.259,0,134,3,19.1,65,999.7,N,1,1,0,14.3
8,0.866,-0.5,0,271,3,21.3,58,999.6,N,1,1,0,16.2
9,0.707,-0.707,0,401,3,23.1,53,999.2,N,1,1,0,22.0
10,0.5,-0.866,0,639,3,24.6,48,998.9,N,1,1,0,22.1
11,0.259,-0.966,0,765,3,25.3,45,998.7,N,1,1,0,23.2
12,0.0,-1.0,0,846,2,26.6,40,998.5,N,1,1,0,23.9
13,-0.259,-0.966,0,883,2,27.3,41,998.4,N,1,1,0,24.4
14,-0.5,-0.866,0,843,2,26.9,42,998.2,N,1,1,0,25.1
15,-0.707,-0.707,0,740,2,26.6,40,998.2,N,1,1,0,26.3
16,-0.866,-0.5,0,357,3,24,60,998.8,N,1,1,0,28.2
17,-0.966,-0.259,0,187,3,23.7,60,999.3,N,1,1,0,28
18,-1.0,-0.0,0,107,2,23.1,59,999.3,N,1,1,0,26.5
19,-0.966,0.259,0,71,2,22.5,63,999.6,N,1,1,0,25.1
20,-0.866,0.5,0,28,2,21.2,74,1000.1,N,1,1,0,24.0
21,-0.707,0.707,0,1,1,21.1,73,1000.3,N,1,1,0,23.2
22,-0.5,0.866,0,0,1,20.8,75,1000.5,N,1,1,0,22.7
23,-0.259,0.966,0,0,1,19.2,82,1000.4,N,1,1,0,22.1
0,0.0,1.0,0,0,1,18.3,86,1000.4,N,1,1,0,21.9
1,0.259,0.966,0,0,0,16.3,92,1000.7,N,1,1,0,21.4
2,0.5,0.866,0,0,0,16,94,1000.4,N,1,1,0,20.0
3,0.707,0.707,0,0,1,15.3,96,1000.1,N,1,1,0,19.0
4,0.866,0.5,0,0,1,15.4,96,1000.1,N,1,1,0,18.2
5,0.966,0.259,0,0,1,17.7,92,1000.6,N,1,1,0,17.7
6,1.0,0.0,0,34,1,20.3,81,1000.8,N,1,1,0,17.6
7,0.966,-0.259,0,123,3,21.5,76,1000.7,N,1,1,0,18.7
8,0.866,-0.5,0,223,2,22.7,70,1000.9,N,1,1,0,21.0
9,0.707,-0.707,0,199,2,24,63,1000.5,N,1,1,0,22.9
10,0.5,-0.866,0,349,3,25.8,59,1000.5,N,1,1,0,24.5
11,0.259,-0.966,0,334,2,26.3,57,999.9,N,1,1,0,25.3
12,0.0,-1.0,0,464,1,28.7,45,999.9,N,1,1,0,27.6
13,-0.259,-0.966,0,378,2,30,44,999.8,N,1,1,0,28.4
14,-0.5,-0.866,0,839,2,30.3,41,999.6,N,1,1,0,28.8
15,-0.707,-0.707,0,732,2,28.9,47,999.9,N,1,1,0,29.3
16,-0.866,-0.5,0,500,2,28.4,50,1000,N,1,1,0,30.8
17,-0.966,-0.259,0,294,2,28.1,50,999.8,N,1,1,0,31.1
18,-1.0,-0.0,0,101,1,26.8,55,999.9,N,1,1,0,29.1
19,-0.966,0.259,0,91,1,26,59,999.9,N,1,1,0,28.9
20,-0.866,0.5,0,31,1,24.9,64,1000.1,N,1,1,0,27.6
21,-0.707,0.707,0,2,2,23.5,72,1000.5,N,1,1,0,26.5
22,-0.5,0.866,0,0,2,20.7,92,1001.1,N,1,1,0,25.8
23,-0.259,0.966,0,0,1,20,96,1000.3,N,1,1,0,25.3
0,0.0,1.0,1.02,0,1,19.9,97,999.7,N,1,1,0,23.2
1,0.259,0.966,0.25,0,1,19.5,98,999.5,N,1,1,0,21.1
2,0.5,0.866,0,0,2,19.5,99,999.1,N,1,1,0,20.7
3,0.707,0.707,0,0,1,19.4,98,998.8,N,1,1,0,20.5
4,0.866,0.5,0.25,0,1,19.7,97,998.8,N,1,1,0,20.4
5,0.966,0.259,0,0,2,19.9,96,999.1,N,1,1,0,20.3
6,1.0,0.0,0,5,4,20.7,93,999.4,N,1,1,0,20.4
7,0.966,-0.259,0,30,5,20.2,95,999.9,N,1,1,0,20.6
8,0.866,-0.5,0.25,19,6,20.7,91,1000.4,N,1,1,0,20.8
9,0.707,-0.707,0.25,46,6,19.5,81,1001.7,N,1,1,0,20.9
10,0.5,-0.866,2.03,109,3,17,81,1004.6,N,1,1,0,20.9
11,0.259,-0.966,0,189,6,18.4,79,1005.8,N,1,1,0,21.6
12,0.0,-1.0,0,357,4,18.4,80,1006.8,N,1,1,0,19.6
13,-0.259,-0.966,0,409,4,20.1,67,1007.5,N,1,1,0,20.6
14,-0.5,-0.866,0,269,4,21,56,1007.7,N,1,1,0,20.3
15,-0.707,-0.707,0,635,3,21.8,53,1007.6,N,1,1,0,20
16,-0.866,-0.5,0,482,3,20.3,58,1008.2,N,1,1,0,21.5
17,-0.966,-0.259,0,505,3,20.5,62,1008.1,N,1,1,0,22.6
18,-1.0,-0.0,0,102,2,20.2,63,1008.2,N,1,1,0,21.7
19,-0.966,0.259,0,78,2,16.7,78,1008.5,N,1,1,0,21.7
20,-0.866,0.5,0,34,2,15.7,80,1008.7,N,1,1,0,21.2
21,-0.707,0.707,0,3,2,14.7,80,1008.9,N,1,1,0,19.6
22,-0.5,0.866,0,0,2,14.7,81,1008.8,N,1,1,0,18.4
23,-0.259,0.966,0,0,1,14.4,85,1008.9,N,1,1,0,17.7
0,0.0,1.0,0,0,2,13.4,87,1008.9,N,1,1,0,17.2
1,0.259,0.966,0,0,2,13.1,90,1008.8,N,1,1,0,16.7
2,0.5,0.866,0,0,3,13.1,89,1008.9,N,1,1,0,16.3
3,0.707,0.707,0,0,3,13,88,1008.9,N,1,1,0,15.8
4,0.866,0.5,0,0,3,14,84,1009,N,1,1,0,15.3
5,0.966,0.259,0,0,3,15.2,84,1009.2,N,1,1,0,14.9
6,1.0,0.0,0,23,3,16.8,75,1009.4,N,1,1,0,15.0
7,0.966,-0.259,0,135,3,18,72,1009.3,N,1,1,0,15.5
8,0.866,-0.5,0,265,4,19,64,1009.2,N,1,1,0,16.9
9,0.707,-0.707,0,414,5,19.8,57,1009.1,N,1,1,0,21.5
10,0.5,-0.866,0,564,4,20.4,53,1008.9,N,1,1,0,19.9
11,0.259,-0.966,0,714,3,20.7,53,1008.9,N,1,1,0,20.5
12,0.0,-1.0,0,734,4,21.1,51,1008.6,N,1,1,0,21.1
13,-0.259,-0.966,0,688,4,22.1,48,1008.5,N,1,1,0,21.7
14,-0.5,-0.866,0,651,4,22.2,47,1008.2,N,1,1,0,22.1
15,-0.707,-0.707,0,635,4,22.8,46,1007.9,N,1,1,0,22.7
16,-0.866,-0.5,0,685,3,22.3,46,1007.8,N,1,1,0,22.4
17,-0.966,-0.259,0,606,3,22.1,45,1007.9,N,1,1,0,22.6
18,-1.0,-0.0,0,289,2,21.3,49,1007.6,N,1,1,0,22.8
19,-0.966,0.259,0,48,1,18.5,60,1007.6,N,1,1,0,22.8
20,-0.866,0.5,0,22,1,16.8,68,1007.8,N,1,1,0,21.9
21,-0.707,0.707,0,3,1,16.8,67,1007.9,N,1,1,0,20.5
22,-0.5,0.866,0,0,1,14.7,77,1007.9,N,1,1,0,19.4
23,-0.259,0.966,0,0,2,13.6,82,1007.9,N,1,1,0,18.6
0,0.0,1.0,0,0,2,12.3,85,1007.9,N,1,1,0,17.9
1,0.259,0.966,0,0,1,12.1,87,1007.7,N,1,1,0,17.3
2,0.5,0.866,0,0,1,12.2,87,1007.4,N,1,1,0,16.7
3,0.707,0.707,0,0,1,11.5,91,1007.6,N,1,1,0,15.7
4,0.866,0.5,0,0,2,11.2,93,1007.8,N,1,1,0,14.9
5,0.966,0.259,0,0,1,13.5,88,1007.8,N,1,1,0,14.6
6,1.0,0.0,0,19,1,16.5,77,1007.8,N,1,1,0,14.5
7,0.966,-0.259,0,128,1,19,67,1007.6,N,1,1,0,14.9
8,0.866,-0.5,0,268,2,20.9,58,1007.2,N,1,1,0,16.5
9,0.707,-0.707,0,417,3,22.3,52,1006.8,N,1,1,0,22.6
10,0.5,-0.866,0,642,3,23.2,49,1006.2,N,1,1,0,21.7
11,0.259,-0.966,0,772,2,24.1,45,1005.9,N,1,1,0,22.0
12,0.0,-1.0,0,852,2,25.2,38,1005.5,N,1,1,0,22.2
13,-0.259,-0.966,0,885,1,25.8,37,1004.7,N,1,1,0,22.8
14,-0.5,-0.866,0,875,3,26.2,38,1004.2,N,1,1,0,23.6
15,-0.707,-0.707,0,811,1,26.5,37,1003.8,N,1,1,0,24.4
16,-0.866,-0.5,0,710,1,26.9,36,1003.1,N,1,1,0,25.1
17,-0.966,-0.259,0,574,1,26.4,37,1002.6,N,1,1,0,26.1
18,-1.0,-0.0,0,259,2,25.8,40,1002.2,N,1,1,0,26.3
19,-0.966,0.259,0,33,1,21.1,57,1002.3,N,1,1,0,26.4
20,-0.866,0.5,0,19,1,19.6,59,1002.4,N,1,1,0,25.8
21,-0.707,0.707,0,2,1,18.6,60,1002.3,N,1,1,0,23.6
22,-0.5,0.866,0,0,1,18.6,59,1002.2,N,1,1,0,21.2
23,-0.259,0.966,0,0,1,15.7,72,1001.9,N,1,1,0,19.7
0,0.0,1.0,0,0,0,14.7,80,1001.6,N,1,1,0,18.7
1,0.259,0.966,0,0,1,14.2,81,1001.4,N,1,1,0,17.9
2,0.5,0.866,0,0,0,14.4,83,1001.2,N,1,1,0,17
3,0.707,0.707,0,0,0,13,88,1001.1,N,1,1,0,16.6
4,0.866,0.5,0,0,1,13.4,91,1001,N,1,1,0,15.9
5,0.966,0.259,0,0,1,16,83,1001,N,1,1,0,15.3
6,1.0,0.0,0,18,1,18.1,74,1001.3,N,1,1,0,15.2
7,0.966,-0.259,0,117,1,20.3,67,1001.3,N,1,1,0,15.6
8,0.866,-0.5,0,259,1,23.3,56,1001.2,N,1,1,0,17.5
9,0.707,-0.707,0,407,2,25,49,1001,N,1,1,0,23.8
10,0.5,-0.866,0,598,1,26.6,41,1000.9,N,1,1,0,24.0
11,0.259,-0.966,0,739,2,27.7,37,1000.5,N,1,1,0,24.6
12,0.0,-1.0,0,819,2,28.6,33,1000.1,N,1,1,0,25.5
13,-0.259,-0.966,0,784,2,28.6,35,999.7,N,1,1,0,26.8
14,-0.5,-0.866,0,742,2,29.4,33,999.7,N,1,1,0,28.0
15,-0.707,-0.707,0,633,2,29.1,30,999.1,N,1,1,0,28.8
16,-0.866,-0.5,0,622,2,29,34,998.8,N,1,1,0,28.9
17,-0.966,-0.259,0,499,2,28.4,35,998.6,N,1,1,0,28.8
18,-1.0,-0.0,0,244,2,27,40,998.5,N,1,1,0,29.0
19,-0.966,0.259,0,45,2,25.8,42,998.9,N,1,1,0,29.0
20,-0.866,0.5,0,37,0,22.3,57,998.8,N,1,1,0,28.0
21,-0.707,0.707,0,3,0,21.5,61,998.6,N,1,1,0,26.3
22,-0.5,0.866,0,0,1,20.5,65,998.6,N,1,1,0,24.7
23,-0.259,0.966,0,0,1,20.3,71,998.7,N,1,1,0,23.3
0,0.0,1.0,0,0,1,20.2,70,998.6,N,1,1,0,22.3
1,0.259,0.966,0,0,1,19.5,75,998.5,N,1,1,0,21.8
2,0.5,0.866,0,0,2,18.9,80,998.5,N,1,1,0,21.4
3,0.707,0.707,0,0,1,19.2,81,998.6,N,1,1,0,21.2
4,0.866,0.5,0,0,2,18.7,84,998.6,N,1,1,0,20.9
5,0.966,0.259,0,0,1,19,86,998.3,N,1,1,0,20.7
6,1.0,0.0,0,4,1,19.4,82,998.4,N,1,1,0,20.7
7,0.966,-0.259,0,24,1,20.3,86,998.4,N,1,1,0,20.5
8,0.866,-0.5,0.25,57,1,20.8,83,998.3,N,1,1,0,20.7
9,0.707,-0.707,0,121,3,22.7,70,998.2,N,1,1,0,21.3
10,0.5,-0.866,0,202,3,24.9,60,998.2,N,1,1,0,23
11,0.259,-0.966,0,310,3,26,57,997.9,N,1,1,0,24.0
12,0.0,-1.0,0,777,2,26.6,53,997.6,N,1,1,0,24.7
13,-0.259,-0.966,0,781,1,27.7,49,997.1,N,1,1,0,25.6
14,-0.5,-0.866,0,834,2,28,49,996.8,N,1,1,0,26.3
15,-0.707,-0.707,0,799,1,28.3,47,996.2,N,1,1,0,27.3
16,-0.866,-0.5,0,686,1,28.6,47,995.6,N,1,1,0,28.1
17,-0.966,-0.259,0,469,1,27.9,48,995.9,N,1,1,0,28.7
18,-1.0,-0.0,0,250,1,27.2,53,995.8,N,1,1,0,29.1
19,-0.966,0.259,0,86,1,25.4,58,996,N,1,1,0,28.8
20,-0.866,0.5,0,33,1,23,65,996.5,N,1,1,0,27.2
21,-0.707,0.707,0,1,1,21.2,72,996.5,N,1,1,0,25.4
22,-0.5,0.866,0,0,1,20.8,72,996.4,N,1,1,0,23.8
23,-0.259,0.966,0,0,1,20.2,77,996.2,N,1,1,0,23.0
0,0.0,1.0,0,0,1,19,83,995.9,N,1,1,0,22.0
1,0.259,0.966,0,0,2,19.7,81,995.2,N,1,1,0,21.2
2,0.5,0.866,0,0,2,19.4,84,995.2,N,1,1,0,20.6
3,0.707,0.707,0,0,1,19.1,86,995.3,N,1,1,0,19.9
4,0.866,0.5,0,0,2,19,89,995.1,N,1,1,0,19.6
5,0.966,0.259,0,0,1,19,88,994.6,N,1,1,0,19.5
6,1.0,0.0,0,10,3,19.4,88,994.1,N,1,1,0,19.8
7,0.966,-0.259,0,25,2,20,88,994.1,N,1,1,0,20.2
8,0.866,-0.5,0.51,31,2,20.7,84,994.2,N,1,1,0,20
9,0.707,-0.707,0.25,67,2,19.4,97,994.2,N,1,1,0,19.9
10,0.5,-0.866,0,92,3,18.9,98,994.2,N,1,1,0,20.5
11,0.259,-0.966,0.76,81,6,19.2,95,993.6,N,1,1,0,20.6
12,0.0,-1.0,5.84,44,5,20.4,92,993.3,N,1,1,0,20.1
13,-0.259,-0.966,3.3,122,5,20.5,91,993,N,1,1,0,19.8
14,-0.5,-0.866,0.25,223,3,19.5,96,993,N,1,1,0,21.1
15,-0.707,-0.707,0,181,5,18.3,97,992.9,N,1,1,0,21.7
16,-0.866,-0.5,7.11,41,4,17.7,97,992.6,N,1,1,0,20.4
17,-0.966,-0.259,11.18,29,4,17.2,98,992.4,N,1,1,0,18.5
